0,1
-20.005075,23.281178
-21.744932,14.462573
-13.234842,23.517956
-14.858206,14.851459
-16.983118,18.079786
-19.609818,20.473038
-22.639633,18.478912
-20.234907,20.482185
-15.27772,18.995647
-18.039932,19.389524
-17.001095,18.071716
-15.873472,15.965888
-21.028185,23.674786
-17.726997,20.507195
-14.892111,24.547626
-11.765901,22.703379
-24.388668,16.748835
-19.46516,25.848436
-12.864067,25.448177
-13.463591,25.60914
-13.946904,26.367811
-9.889252,24.429636
-17.192173,19.890005
-24.86266,16.597261
-17.948935,24.692951
-19.04955,14.116221
-16.575874,25.516697
-13.06846,26.421808
-14.315317,25.590956
-15.2156925,16.186132
-15.15115,25.627808
-22.69358,18.428425
-20.857357,19.665777
-14.4223795,22.614317
-21.65297,21.904934
-13.926059,22.406237
-23.726562,20.206947
-14.84578,26.529062
-22.897953,18.96955
-14.674758,21.408419
-14.503997,21.885046
-14.446284,24.53452
-13.173259,26.353643
-14.880397,26.885805
-13.767631,25.320225
-19.781006,22.286673
-15.157989,25.211813
-13.037458,26.80273
-14.222202,24.35693
-12.910198,26.076202
-21.721977,16.677694
-19.344168,23.375229
-19.333195,15.038431
-19.305958,22.186588
-14.719418,16.45285
-16.604752,17.491049
-11.898148,23.344435
-8.994615,20.518007
-14.24664,17.089016
-20.166683,27.116257
-15.691027,19.426634
-20.089527,22.723938
-15.894273,19.663448
-15.786768,19.5234
-14.0120125,11.481977
-23.035471,22.862123
-23.738659,15.778865
-20.131466,16.578321
-15.355913,18.780573
-10.889721,26.941523
-17.120045,20.965271
-20.873081,21.507908
-18.091585,19.658236
-13.155685,23.323872
-14.518269,20.427473
-18.343819,21.5882
-23.937944,22.754766
-16.519577,25.429287
-21.745136,23.243258
-13.108365,23.21049
-19.386278,23.098288
-19.028942,24.12963
-21.043974,23.641521
-17.70307,14.785208
-17.927217,24.504717
-14.168675,15.840836
-20.870499,22.023148
-22.954466,22.893698
-13.628536,14.595289
-12.7391,25.397104
-18.937601,21.162998
-11.943944,21.43851
-21.171211,24.10743
-22.709791,23.96401
-10.949714,5.4101105
-12.154234,16.510653
-9.328953,22.624557
-4.874974,-2.9201598
-1.9123241,14.848642
-13.527885,13.959327
-20.73821,25.533194
-18.970646,27.072254
-20.997513,18.341545
-15.751953,26.375195
-17.848816,24.228716
-19.724617,18.980446
-11.720188,21.653244
-19.634893,18.624632
-7.695302,24.267918
-12.261269,22.08719
-8.780805,19.14888
-21.155638,20.416042
-8.639691,23.022072
-16.684952,17.768559
-14.837958,17.799578
-17.159458,20.015087
-17.994719,20.95397
-12.364168,16.441515
-12.859282,9.192208
-13.263946,18.816965
-20.579128,16.9997
-17.10995,16.137966
-9.093739,44.764957
-16.871494,19.57447
-16.719648,20.612959
-23.221077,19.981577
-22.266876,20.7186
-13.449164,20.808792
-21.664083,14.43768
-14.264973,24.082626
-20.09036,25.61281
-18.091608,26.930502
-11.944342,19.886787
-17.05377,26.307222
-19.867075,19.92621
-24.51815,16.865953
-19.20298,23.358803
-11.185037,25.628443
-20.867977,19.603003
-14.685682,17.41671
-16.434326,22.720581
-11.703457,19.439774
-16.437115,24.658464
-20.888588,23.65642
-24.691513,17.163174
-21.778889,15.023312
-17.878824,16.89854
-21.732468,14.545605
-16.683113,18.55976
-22.528166,14.692647
-16.976665,16.408424
-17.277767,15.089602
-21.146418,14.478298
-12.144058,21.498966
-22.252552,20.760038
-12.012751,14.517584
-14.321828,15.332038
-14.989514,17.401209
-18.402994,15.373888
-11.890173,15.543167
-19.077673,16.523823
-16.464024,22.705154
-21.1083,25.430052
-20.639545,24.58234
-21.071663,25.592009
-15.316969,16.251282
-20.815762,21.18895
-18.911983,24.997364
-21.72755,14.523049
-21.617807,25.830328
-17.644716,14.967916
-21.418541,25.762861
-13.819209,17.907543
-18.873817,20.357786
-19.149511,17.597826
-14.001761,19.38658
-18.050962,24.813364
-16.500868,22.640045
-22.153786,16.133123
-22.246572,20.630936
-14.558802,17.409603
-20.634966,24.474262
-19.114462,25.156988
-17.632055,25.38549
-15.3027935,16.053427
-18.725805,14.733993
-16.70536,18.576561
-20.107925,21.363998
-20.608843,16.954481
-17.139297,25.287819
-17.025593,15.696555
-19.648142,24.699608
-15.278578,20.50334
-15.2046995,23.808617
-10.861704,24.4997
-11.90705,23.632189
-11.66475,24.735155
-11.431339,25.442476
-17.062498,18.138195
-8.991487,20.534464
3.5278356,-0.7515556
-2.3088813,4.3320456
-6.7424016,10.248273
2.7681653,7.132924
-5.3256407,4.382185
-5.3264127,8.997247
-2.0214806,1.9461638
2.7403708,-0.9519008
-3.774524,0.5605578
1.0444866,6.018682
-6.8355837,9.154448
-5.9096885,8.273628
-0.93662655,6.5255213
-8.069561,8.806716
-1.6997919,6.791342
-0.78982455,6.854552
-1.4300426,-4.0409517
-2.9830284,6.101854
-5.7381883,10.683704
-0.31676424,0.25600353
-3.3838735,1.9236698
1.978853,-0.70713377
-7.697812,2.5505636
-7.1719728,7.3142653
-0.7528829,4.2994704
-6.152872,1.2791855
-2.9087899,1.0203162
5.373894,5.2793045
3.717456,0.90314144
3.8023074,-0.118578166
2.1504028,2.614479
-0.86341333,-2.8650107
-5.829448,0.7297673
-8.110705,6.4086757
3.0769236,1.6449805
-1.197031,-1.4286983
-1.0537333,-6.318664
-5.455468,-2.078508
-0.87633044,-8.433931
-7.411586,5.0555997
2.8353045,-3.3604052
2.1903713,-2.7088137
-0.70349634,9.6334715
-8.612925,8.023593
-11.660755,7.7523336
-11.407085,12.219477
-1.4989307,-2.372092
1.9969922,-1.9495898
-0.532539,7.219934
-9.267245,10.471616
-4.0788403,-5.6101913
-1.8669358,-3.8154376
-12.252579,9.402686
-7.8187323,9.643924
-9.573808,11.87964
-9.882314,6.8361807
-11.250224,11.991766
-9.457725,5.368875
-5.0945754,2.0479279
-12.70392,8.685511
-8.360302,18.080803
-13.352776,7.628959
-8.8161955,10.979356
0.5029818,-22.725225
-13.339972,8.480949
5.302487,5.2435427
2.3903143,-1.9685338
-11.310992,12.076598
-10.222974,5.9623938
-0.6706621,-4.1110454
-6.3547387,-4.953401
-4.0991955,5.0654006
-9.987475,24.32894
-1.9782898,14.593808
-14.801194,-3.402207
-9.490166,9.601416
-10.797404,7.3588295
0.26807955,8.130174
2.5963254,1.5411481
-5.3461494,4.2928944
-12.587327,8.738558
5.198065,7.2499185
-0.41812375,-0.08047102
-3.2626498,10.220463
-9.605493,4.3256273
3.2947042,30.745434
0.57990843,-3.8329246
0.1966775,4.982423
-10.757986,4.0198717
-6.658301,10.528493
1.2652085,7.7501316
-8.386648,8.0039215
4.3852844,3.2183168
3.1420326,1.5636162
4.846381,1.8800361
-6.88397,7.808638
-4.692037,2.1471796
-9.912231,2.6198559
-5.695613,0.71817636
3.3930087,3.6417062
4.4797616,6.8756776
2.0668285,5.2044477
3.8775551,1.2316927
-2.6891565,-1.9330988
-8.036507,1.6480179
3.7865734,2.296547
-2.9034488,0.63303316
4.5141635,0.045091707
-8.386221,3.40585
-10.861205,7.228385
3.5994236,-0.38979432
4.3690863,6.959627
-2.6261187,0.6008907
-8.45987,12.226599
4.19988,6.9672685
3.5599244,2.227399
3.2419567,2.4830573
1.4896637,-3.9605389
0.052305575,-0.8766827
1.9546617,-0.28686467
-10.521529,9.210329
-5.6552305,4.6832657
-4.167759,3.6806958
-6.5915956,1.3982161
0.87664765,4.343785
-5.9419465,7.520906
-7.284571,9.79922
3.3158896,8.886603
-11.851865,15.854163
3.3105001,8.850127
2.8276904,4.98521
4.9291496,0.021204079
-7.9762673,9.724413
2.6129053,7.1098013
-2.3740752,0.5233183
-5.880498,8.821076
-2.3389165,7.639627
-7.010765,6.354909
-3.3624518,3.1227646
0.8065013,-3.2349305
0.7198486,-1.6684704
-5.0852575,2.773841
-3.9472022,3.507774
-5.671759,2.4705863
3.2127054,4.3712196
-0.9873991,-2.1527264
-6.5518026,10.001981
1.6484821,10.035116
3.954654,2.8888407
-2.1441023,3.826132
-0.3299901,-0.22911347
3.9991894,4.1459327
-3.331528,2.116447
2.688831,2.6952617
1.8052881,0.84917575
-8.25943,10.194619
-4.1932487,4.6217866
-6.7374034,2.7657511
-1.3219813,6.9417343
3.500323,2.8390515
-3.4760513,6.9123077
0.8854092,-0.36805734
-6.4104786,2.6376054
-0.22024691,3.6684985
0.3294648,4.047379
-5.9459124,5.6861205
0.42158365,3.8633633
-2.7719376,6.139738
-0.26242852,3.5376136
-1.1874665,2.9787142
-0.44874662,3.7396872
-0.9658184,1.4978882
-1.1628995,1.3529147
-1.3044113,3.01689
-1.2557629,1.7152343
-1.2347598,1.5039002
-2.903145,4.9193707
-0.41534898,3.0689986
1.6135197,10.048644
-6.859111,2.875421
-2.1400087,-1.2301962
0.3778639,0.36154708
-0.9209695,9.341041
-7.633919,11.328345
-0.894442,9.279614
0.7272225,-1.8910952
-3.0103967,10.120106
2.651691,6.467037
-7.7839246,10.049228
-11.168819,19.04668
-2.1105158,7.9798985
-6.515931,8.129315
1.9313811,6.1158705
2.1092937,-1.0913131
-5.7661414,8.3406315
-0.6430974,6.8232737
2.1456118,3.9444485
0.27972242,-0.43795583
1.1946199,0.08761447
2.6401837,7.124631
33.841133,-4.363252
44.871998,-2.5481937
43.50328,-4.995548
44.79457,-13.561572
41.430492,-13.270116
46.578304,-4.310802
35.56955,-11.300892
40.635036,-10.9196825
39.868713,-2.6260064
43.551785,-9.699207
41.677998,0.8164977
46.04354,-8.603902
40.155006,-1.897928
38.38301,-8.306739
45.521374,-10.197717
48.70725,-6.3013844
41.51195,-7.3519793
47.76253,-4.8721085
45.50847,-5.486547
39.751305,-7.2420197
44.407455,-9.917738
45.246067,-13.570546
44.503582,-13.974747
46.10267,-4.653935
46.026634,-12.529186
45.453197,-10.847477
48.17317,-2.2267883
45.639927,-11.255061
46.26988,-7.2241454
49.36622,-8.968757
39.650406,-4.509127
44.254837,-8.704785
41.90385,-7.1823525
42.115788,-7.001514
37.717022,-3.9365492
40.120266,-2.0204122
41.04754,-2.7032511
37.75046,-3.7922313
45.75969,2.528633
43.31637,-16.209148
43.84259,-12.084385
37.066753,-14.4816885
50.925056,4.7870135
50.72744,-12.832614
38.243713,-9.740949
44.93916,-4.3982987
41.06088,-15.90632
38.180233,-9.559558
42.387333,-12.697819
46.589493,-10.258053
39.032227,-14.950996
38.927906,-15.003257
37.10627,-14.428051
39.797585,-16.617249
38.396408,-9.943771
47.56018,-10.03674
